Filed,Document,Total Pages,case_number
11/12/2021,Request for Dismissal,2.0,21CHLC31425
9/1/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31425
9/1/2021,Summons: on Complaint,1.0,21CHLC31425
9/1/2021,Complaint,3.0,21CHLC31425
9/1/2021,Civil Case Cover Sheet,6.0,21CHLC31425
9/1/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31425
6/16/2022,Request for Dismissal,3.0,21CHLC31426
11/24/2021,Proof of Service by Substituted Service,2.0,21CHLC31426
11/24/2021,Notice and Acknowledgment of Receipt,1.0,21CHLC31426
9/21/2021,Declaration : of Non-Service,1.0,21CHLC31426
9/1/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31426
9/1/2021,Summons: on Complaint,1.0,21CHLC31426
9/1/2021,Complaint,4.0,21CHLC31426
9/1/2021,Civil Case Cover Sheet,6.0,21CHLC31426
9/1/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31426
5/18/2022,Request for Dismissal,3.0,21CHLC31427
10/4/2021,Declaration : Declaration of Non-Service,1.0,21CHLC31427
9/10/2021,Declaration : Declaration of Non-Service,1.0,21CHLC31427
9/1/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31427
9/1/2021,Summons: on Complaint,1.0,21CHLC31427
9/1/2021,Complaint,4.0,21CHLC31427
9/1/2021,Civil Case Cover Sheet,6.0,21CHLC31427
9/1/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31427
6/22/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC31428
3/9/2022,Default Judgment,2.0,21CHLC31428
3/9/2022,Request for Entry of Default / Judgment,4.0,21CHLC31428
3/9/2022,"Declaration of Interest, Costs and Attorney Fees",4.0,21CHLC31428
9/13/2021,Proof of Personal Service,3.0,21CHLC31428
9/1/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31428
9/1/2021,Summons: on Complaint,1.0,21CHLC31428
9/1/2021,Complaint,4.0,21CHLC31428
9/1/2021,Civil Case Cover Sheet,6.0,21CHLC31428
9/1/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31428
10/25/2023,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC31429
11/8/2021,Default Judgment,2.0,21CHLC31429
11/5/2021,Request for Entry of Default / Judgment,2.0,21CHLC31429
11/5/2021,Request for Dismissal,2.0,21CHLC31429
11/5/2021,Statement of the Case,5.0,21CHLC31429
11/5/2021,Declaration : ccp 1033,7.0,21CHLC31429
9/13/2021,Proof of Personal Service,2.0,21CHLC31429
9/1/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31429
9/1/2021,Summons: on Complaint,1.0,21CHLC31429
9/1/2021,Complaint,4.0,21CHLC31429
9/1/2021,Civil Case Cover Sheet,6.0,21CHLC31429
9/1/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31429
9/19/2022,Request for Dismissal,3.0,21CHLC31430
9/7/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31430
7/25/2022,Proof of Service - No Service,1.0,21CHLC31430
7/5/2022,Declaration : of Non-Service,1.0,21CHLC31430
6/22/2022,Declaration : of Non-Service,1.0,21CHLC31430
10/25/2021,Declaration : of Non-Service,1.0,21CHLC31430
9/15/2021,Declaration : Declaration of Non-Service,1.0,21CHLC31430
9/1/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31430
9/1/2021,Summons: on Complaint,1.0,21CHLC31430
9/1/2021,Complaint,4.0,21CHLC31430
9/1/2021,Civil Case Cover Sheet,6.0,21CHLC31430
9/1/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31430
1/6/2022,Request for Dismissal,2.0,21CHLC31431
9/1/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31431
9/1/2021,Summons: on Complaint,1.0,21CHLC31431
9/1/2021,Complaint,4.0,21CHLC31431
9/1/2021,Civil Case Cover Sheet,6.0,21CHLC31431
9/1/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31431
6/22/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC31432
3/9/2022,Default Judgment,2.0,21CHLC31432
3/8/2022,Request for Entry of Default / Judgment,4.0,21CHLC31432
3/8/2022,"Declaration of Interest, Costs and Attorney Fees",4.0,21CHLC31432
9/21/2021,Proof of Personal Service,2.0,21CHLC31432
9/1/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31432
9/1/2021,Summons: on Complaint,1.0,21CHLC31432
9/1/2021,Complaint,4.0,21CHLC31432
9/1/2021,Civil Case Cover Sheet,6.0,21CHLC31432
9/1/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31432
1/13/2022,Default Judgment,2.0,21CHLC31433
1/11/2022,Request for Entry of Default / Judgment,3.0,21CHLC31433
1/11/2022,Request for Dismissal,2.0,21CHLC31433
1/11/2022,Declaration re: Attorney's Fees,1.0,21CHLC31433
1/11/2022,Declaration : Re: 1788,31.0,21CHLC31433
1/11/2022,Declaration : Re: Copies,1.0,21CHLC31433
9/20/2021,Proof of Personal Service,3.0,21CHLC31433
